Num	Chr	Start	Size	Strand	ChrSize	QueryName	QueryStart	QuerySize	QueryStrand	QuerySizeTot	Info	Prob
2196	GLCHR03	380509	499	+	1958359	utg53_pilon	383120	467	+	390909	104,5:9,20,1:0,8,1:0,13,9:0,70,1:0,31,9:0,44,1:0,42,15:0,7,0:1,118	mismap=5.49e-05
319	GLCHR03	380515	243	+	1958359	utg53_pilon	385106	288	+	390909	37,0:1,1,3:0,12,0:23,9,1:0,9,10:0,14,5:3,10,10:3,31,0:47,45,0:4,2,7:0,37	mismap=0.783
236	GLCHR03	380543	45	+	1958359	utg53_pilon	386185	45	+	390909	45	mismap=0.667
643	GLCHR03	381234	296	+	1958359	utg53_pilon	387277	277	+	390909	12,1:0,13,0:1,13,3:0,3,0:4,5,1:0,9,4:0,13,0:1,24,1:0,16,1:0,11,0:1,14,3:0,22,9:0,2,0:6,8,1:0,31,0:6,3,8:0,29,6:0,30	mismap=0.00639
192	GLCHR03	381032	39	+	1958359	utg53_pilon	388264	38	+	390909	8,1:0,30	mismap=0.811
388	GLCHR03	381347	131	+	1958359	utg53_pilon	389064	179	+	390909	30,1:0,12,1:0,4,0:1,17,0:47,13,0:3,38,1:0,14	mismap=0.668
791	GLCHR05	830367	555	+	4471437	utg93_pilon	107	539	+	247341	25,3:0,13,1:0,3,0:1,7,1:0,8,2:0,59,1:0,37,2:0,1,0:1,5,0:1,13,1:0,3,1:0,17,1:0,10,0:2,1,6:0,10,0:4,1,4:0,41,0:1,8,1:0,8,1:0,44,4:0,1,0:2,10,0:13,1,14:0,8,2:0,8,0:1,5,0:1,12,1:0,17,3:0,11,4:0,2,0:4,11,4:0,11,2:3,10,2:0,1,2:0,23,0:4,9,1:0,3,0:2,10,0:8,24	mismap=1e-10
1499	GLCHR05	831064	842	+	4471437	utg93_pilon	788	844	+	247341	9,1:0,15,5:3,28,1:0,4,0:2,8,5:7,23,2:0,1,0:1,10,1:0,8,0:2,34,0:1,15,1:0,19,2:0,8,0:2,14,4:0,6,2:0,33,2:0,10,2:0,5,0:1,5,0:1,10,1:0,9,2:0,47,0:2,21,21:0,4,0:23,7,0:1,13,1:0,7,0:3,31,2:0,11,1:0,10,7:4,24,0:8,1,5:0,10,1:0,33,0:4,1,8:0,9,0:5,1,5:0,18,0:1,2,0:5,18,0:2,7,0:1,10,1:0,15,0:1,3,0:1,11,0:1,4,0:1,17,5:3,36,1:0,8,0:1,4,4:0,11,0:3,9,0:1,6,1:0,10,5:7,12,0:1,28,0:2,10	mismap=1e-10
966	GLCHR05	831995	482	+	4471437	utg93_pilon	1725	468	+	247341	13,0:2,5,0:1,13,0:1,7,1:0,12,1:0,24,0:2,12,1:0,12,0:1,69,0:1,9,0:1,4,1:0,22,2:0,15,0:5,1,6:0,23,3:0,5,0:2,12,2:0,14,1:0,24,0:2,9,0:1,10,1:0,6,1:0,6,1:0,15,2:0,11,1:0,3,8:0,3,2:0,10,0:1,3,2:0,14,1:0,13,2:0,3,0:4,6,0:1,35	mismap=1e-10
964	GLCHR05	832650	716	+	4471437	utg93_pilon	2364	691	+	247341	23,0:2,48,4:0,1,0:2,16,1:0,1,1:0,9,1:0,8,9:0,2,0:4,24,1:0,16,1:0,7,1:0,16,0:2,19,0:2,10,10:0,2,0:10,16,3:0,18,0:2,9,1:0,4,0:1,9,4:0,4,1:0,5,2:0,3,3:0,1,0:6,23,3:0,3,0:9,4,15:0,1,0:7,29,1:0,1,3:0,5,2:0,15,0:2,8,1:0,11,1:0,5,1:0,4,1:0,63,1:0,11,1:0,10,0:1,19,1:0,15,3:0,17,5:0,4,0:2,20,2:0,17,0:11,1,7:0,23,0:4,20,0:1,10,2:0,13	mismap=1e-10
2258	GLCHR05	833475	2039	+	4471437	utg93_pilon	3170	1979	+	247341	47,0:2,35,7:0,1,0:5,18,3:0,24,0:3,1,5:0,11,0:6,7,0:1,6,2:0,3,0:3,12,1:0,2,1:0,10,0:1,1,2:0,30,1:0,12,1:0,7,0:1,2,2:0,12,2:0,12,4:0,3,0:8,12,0:1,6,12:0,1,0:12,10,5:4,9,1:0,12,0:1,25,0:1,5,0:6,2,16:0,28,4:0,1,0:3,41,2:0,6,7:0,1,0:7,17,1:0,3,1:0,13,0:1,11,19:0,1,0:18,15,2:0,12,1:0,11,0:2,9,17:0,1,0:9,41,2:0,4,1:0,7,6:0,3,0:4,27,0:9,3,7:0,9,1:0,8,2:0,11,1:0,6,0:2,19,0:6,3,9:0,5,0:5,2,5:0,17,0:1,30,0:1,12,13:0,2,0:8,5,1:0,17,1:0,37,4:4,25,0:3,11,0:2,7,0:14,1,16:0,8,1:0,11,0:1,4,0:3,2,2:0,42,1:0,13,0:4,1,4:0,3,0:1,9,1:0,6,1:0,14,0:9,1,10:0,16,0:1,32,1:0,5,8:0,2,0:10,9,2:0,30,3:0,8,0:1,8,5:0,2,0:2,10,3:0,1,0:5,10,9:0,6,0:8,6,1:0,24,10:0,4,0:6,5,2:0,23,1:0,6,0:2,12,3:2,11,1:0,5,1:0,8,0:6,22,5:0,1,0:3,31,0:5,6,4:0,13,0:1,11,0:1,26,0:12,2,16:0,9,0:1,18,2:0,2,0:2,13,3:0,10,2:0,4,1:0,2,0:3,6,2:0,10,2:0,3,1:0,2,1:0,13,0:2,4,3:0,4,1:0,13,1:0,14,1:0,38,1:0,27,1:0,8,5:0,1,0:9,19,3:0,2,0:2,9,0:3,2,9:0,37,1:0,10,0:2,1,2:0,5,1:0,15,1:0,24,4:0,1,0:4,6,0:1,16,8:0,2,0:9,11,0:4,15,0:7,2,5:0,6,2:0,20	mismap=1e-10
431	GLCHR05	836138	263	+	4471437	utg93_pilon	5771	246	+	247341	29,3:0,24,5:0,7,1:0,15,1:0,9,0:3,21,3:4,6,0:1,9,4:0,5,0:7,2,10:0,9,3:0,28,0:1,20,8:5,4,1:0,27,0:1,9	mismap=1e-10
55671	GLCHR05	836512	9967	+	4471437	utg93_pilon	6126	9947	+	247341	13,2:0,18,0:1,10,0:3,34,1:0,2,1:0,7,5:0,4,0:6,24,0:3,2,4:0,14,13:0,2,0:15,26,1:0,6,0:3,6,2:0,14,0:3,28,1:0,71,0:1,48,2:0,1,0:3,33,3:0,33,1:0,40,3:0,4,0:3,170,2:0,9,1:0,13,1:0,30,0:6,5,5:0,60,2:0,83,1:0,6,0:1,52,0:1,28,1:0,107,3:0,12,1:0,144,1:0,68,1:0,13,1:0,64,1:0,21,2:0,51,1:0,42,1:0,25,1:0,53,0:1,48,1:0,9,1:0,60,0:1,9,0:1,35,0:1,19,1:0,39,1:0,86,1:0,9,3:0,29,2:0,25,1:0,8,1:0,37,0:2,30,0:2,38,1:0,22,1:0,70,0:1,21,0:1,26,0:1,30,0:1,18,0:1,491,1:0,110,1:0,128,1:0,53,1:0,9,1:0,96,2:0,29,0:2,12,0:1,4379,0:1,2410	mismap=1e-10
77584	GLCHR05	876666	12979	+	4471437	utg93_pilon	218304	12964	-	247341	10928,2:0,239,4:0,322,2:0,54,1:0,107,6:0,1314	mismap=1e-10
59064	GLCHR05	923629	9893	+	4471437	utg93_pilon	208418	9886	-	247341	6492,6:0,1671,1:0,1723	mismap=1e-10
213946	GLCHR05	886687	35692	+	4471437	utg93_pilon	172739	35679	-	247341	2725,9:0,37,3:0,24,1:0,32893	mismap=1e-10
42128	GLCHR05	923629	7228	+	4471437	utg93_pilon	93837	7206	+	247341	1416,5:0,1227,1:0,14,1:0,1008,1:0,116,1:0,75,1:0,1511,0:1,128,1:0,310,1:0,679,1:0,89,1:0,155,1:0,35,1:0,107,2:0,11,3:0,36,2:0,288	mismap=1e-10
666060	GLCHR05	930990	111124	+	4471437	utg93_pilon	101166	111122	+	247341	203,0:1,2,1:0,549,1:0,90,0:1,121,1:0,21,1:0,2418,6:0,56539,0:1,3170,1:0,19294,0:1,25958,0:1,407,0:4,2341	mismap=1e-10
1482	GLCHR04	1715422	247	+	2762469	utg93_pilon	34806	247	-	247341	247	mismap=0.774
3652	GLCHR05	1042361	620	+	4471437	utg93_pilon	214471	620	+	247341	620	mismap=0.0561
6866	GLCHR05	1039430	1162	+	4471437	utg93_pilon	216580	1164	+	247341	266,0:1,701,0:1,195	mismap=1.08e-10
8350	GLCHR05	1041140	1440	+	4471437	utg93_pilon	218292	1436	+	247341	1309,2:0,29,2:0,10,1:0,9,0:2,30,1:0,47	mismap=1e-10
18070	GLCHR05	1042860	3416	+	4471437	utg93_pilon	219746	3185	+	247341	12,2:0,31,41:0,41,1:0,7,4:0,60,20:0,3,44:0,106,26:0,19,2:0,89,28:0,4,18:0,31,7:0,136,2:0,200,29:0,26,1:0,256,6:0,2164	mismap=1e-10
9786	GLCHR05	1039412	1643	+	4471437	utg93_pilon	222932	1645	+	247341	362,0:2,1281	mismap=0.449
3904	GLCHR05	1046560	672	+	4471437	utg93_pilon	231850	670	+	247341	54,1:0,21,2:0,184,0:1,410	mismap=0.00106
4766	GLCHR05	1043090	869	+	4471437	utg93_pilon	235232	861	+	247341	68,1:0,59,1:0,298,2:0,49,1:0,56,2:0,208,0:1,10,1:0,58,1:0,54	mismap=0.0444
4002	GLCHR05	1040059	708	+	4471437	utg93_pilon	237252	701	+	247341	62,0:2,97,2:0,143,2:0,353,2:0,32,3:0,12	mismap=0.0249
6874	GLCHR05	1039414	1353	+	4471437	utg93_pilon	239689	1335	+	247341	20,1:0,143,1:0,36,0:1,80,1:0,60,1:0,15,6:0,5,0:5,213,0:1,36,0:1,9,1:0,179,1:0,59,1:0,62,1:0,23,2:0,26,1:0,27,2:0,19,1:0,156,2:0,60,3:0,21,1:0,78	mismap=0.096
3384	GLCHR05	1043071	672	+	4471437	utg93_pilon	243266	653	+	247341	42,3:0,31,3:0,18,0:1,52,1:0,149,2:0,132,3:0,11,1:0,26,1:0,13,3:0,62,3:0,86,0:1,16,1:0,13	mismap=0.502
586	GLCHR04	2581955	246	+	2762469	utg93_pilon	245848	238	+	247341	11,2:0,60,0:1,6,0:1,8,1:0,18,2:0,10,0:6,1,6:0,8,2:0,22,9:7,47,4:0,4,0:3,25	mismap=0.744
280	GLCHR01	218077	93	+	1491578	utg110_pilon	61	90	+	221371	21,1:0,13,0:1,23,7:4,28	mismap=4.23e-10
3605	GLCHR01	218287	2258	+	1491578	utg110_pilon	275	2300	+	221371	28,0:1,22,1:0,3,0:3,8,3:2,47,1:0,5,0:1,4,2:0,2,0:5,14,1:0,14,6:0,1,0:3,10,0:1,19,1:0,7,1:0,5,0:3,18,0:3,2,2:0,3,0:6,29,19:0,2,0:24,6,0:1,9,0:1,22,0:1,23,3:0,53,1:0,22,0:1,48,0:1,9,0:3,12,3:0,9,0:6,26,1:0,5,1:0,28,1:0,6,1:0,1,2:0,4,1:0,49,0:1,10,9:0,3,0:5,11,11:0,2,0:11,18,0:1,9,1:0,6,2:0,1,0:1,7,0:2,9,0:1,14,1:0,41,0:2,36,1:0,3,1:0,16,0:1,22,0:8,1,1:0,22,1:0,6,3:3,13,0:1,4,11:0,2,0:10,16,0:7,1,8:0,40,0:2,15,0:1,19,1:0,10,0:1,9,5:0,1,0:6,15,0:1,9,2:0,17,1:0,11,0:2,12,0:1,7,1:0,18,5:0,2,0:6,4,0:2,27,11:0,3,0:17,8,2:0,62,0:1,6,0:1,23,1:0,8,2:0,4,0:8,1,5:0,7,0:2,11,0:2,18,4:5,22,0:2,14,0:17,3,12:0,4,9:0,10,1:0,12,0:2,9,1:0,28,0:5,1,8:0,15,1:0,16,1:0,19,1:0,11,2:0,6,1:0,6,0:4,3,3:0,7,0:3,1,0:2,20,0:2,19,0:1,13,0:1,19,4:0,1,0:6,12,0:1,4,13:0,2,0:11,8,2:0,13,0:4,2,1:0,46,0:2,10,10:13,28,0:1,11,2:0,12,3:3,6,0:3,9,1:0,26,0:4,1,4:0,6,0:5,2,5:0,10,3:0,23,10:9,13,2:3,12,1:0,33,3:5,28,0:1,4,0:2,1,4:0,15,0:2,3,0:1,38,0:2,23,1:0,30,1:0,17,2:0,11,0:1,42,2:0,5,0:1,23	mismap=1e-10
438	GLCHR01	220606	163	+	1491578	utg110_pilon	2633	172	+	221371	9,2:0,60,3:0,2,0:3,6,1:0,7,0:8,2,2:0,17,0:2,21,0:1,5,0:1,13,0:2,13	mismap=1e-10
169394	GLCHR01	220822	28815	+	1491578	utg110_pilon	2899	28784	+	221371	25,2:0,3,0:2,11,1:0,13,1:0,5,0:4,7,0:1,15,0:1,23,2:0,1,0:4,22,0:1,41,0:1,69,1:0,12,1:0,30,1:0,8,1:0,19,0:1,17,2:0,57,1:0,123,2:0,9,1:0,89,1:0,1,1:0,12,1:0,15,1:0,13,0:1,10,2:0,5,2:0,14,6:0,3,0:2,25,1:0,17,0:1,13,2:0,11,1:0,23,1:0,41,0:3,1,4:0,430,1:0,35,2:0,37,0:1,9,0:1,111,0:2,60,0:1,50,0:1,2,0:1,9,1:0,18,2:0,53,0:1,7,1:0,119,0:1,107,0:1,125,0:2,121,2:0,39,3:0,38,1:0,3,1:0,25,0:1,78,0:1,26,3:0,23,1:0,78,0:1,29,2:0,315,3:0,35,1:0,27,4:0,10,1:0,25925	mismap=1e-10
13302	GLCHR01	19935	2217	+	1491578	utg110_pilon	187470	2217	-	221371	2217	mismap=1e-10
13296	GLCHR01	126661	2227	+	1491578	utg110_pilon	185247	2223	-	221371	766,4:0,1457	mismap=1e-10
457938	GLCHR01	123067	76393	+	1491578	utg110_pilon	36124	76388	+	221371	5233,3:0,59,1:0,51180,1:0,26,1:0,218,0:1,574,0:1,161,1:0,18935	mismap=1e-10
23822	GLCHR01	72115	3976	+	1491578	utg110_pilon	112512	3976	+	221371	3976	mismap=1e-10
8784	GLCHR05	3103496	1464	+	4471437	utg110_pilon	100155	1464	-	221371	1464	mismap=1e-10
230970	GLCHR01	79042	38510	+	1491578	utg110_pilon	61645	38510	-	221371	38510	mismap=1e-10
314335	GLCHR01	23391	52693	+	1491578	utg110_pilon	4668	52656	-	221371	45,0:1,564,0:1,34823,0:2,824,0:1,12171,2:0,1194,2:0,321,2:0,73,1:0,56,1:0,201,1:0,210,2:0,149,13:0,5,16:0,12,0:1,513,3:0,3,0:3,1183,1:0,18,1:0,210,1:0,72	mismap=1e-10
360	GLCHR04	1970002	60	+	2762469	utg110_pilon	4608	60	-	221371	60	mismap=0.599
800	GLCHR04	1822717	156	+	2762469	utg110_pilon	216769	156	+	221371	156	mismap=1.5e-10
1080	GLCHR04	3191	180	+	2762469	utg110_pilon	216926	180	+	221371	180	mismap=1e-10
3286	GLCHR05	1345408	597	+	4471437	utg110_pilon	217654	599	+	221371	410,0:2,1,2:0,133,0:2,51	mismap=1e-10
572	GLCHR04	2582348	165	+	2762469	utg110_pilon	218257	165	+	221371	22,13:13,21,4:5,5,1:0,99	mismap=0.0218
12822	GLCHR01	20224	2651	+	1491578	utg110_pilon	218422	2637	+	221371	263,0:7,2,7:0,250,5:0,431,0:1,27,1:0,33,1:0,25,0:1,92,3:0,57,2:0,45,1:0,4,1:0,126,2:0,3,0:1,79,2:0,21,2:0,69,0:2,15,0:2,14,1:0,5,1:0,47,1:0,20,3:0,21,1:0,228,2:0,40,2:0,33,1:0,43,0:3,13,0:3,38,0:5,4,5:0,34,1:0,5,0:1,29,2:0,100,0:4,29,0:4,38,0:2,21,0:7,1,3:0,34,2:0,8,0:1,9,0:1,5,0:2,15,2:0,24,2:0,5,2:0,25,2:0,20,0:1,27,0:6,3,6:0,8,0:4,20,3:0,18,0:8,2,7:0,10,2:0,7,1:0,7,1:0,19	mismap=1e-10
364	GLCHR01	22956	155	+	1491578	utg110_pilon	221130	155	+	221371	25,0:2,4,5:0,5,1:0,38,11:15,27,0:4,2,4:0,11,5:5,17	mismap=0.5
429586	GLCHR03	1860806	71611	+	1958359	utg118_pilon	1101462	71617	-	1193464	53850,0:2,17510,0:4,251	mismap=1e-10
4350	GLCHR03	1827882	732	+	1958359	utg118_pilon	115038	731	+	1193464	64,1:0,667	mismap=1e-10
841802	GLCHR03	1697917	140369	+	1958359	utg118_pilon	937329	140366	-	1193464	784,0:1,601,0:1,4554,3:0,885,1:0,28347,0:1,104856,2:0,336	mismap=1e-10
27260	GLCHR03	1700907	4549	+	1958359	utg118_pilon	256135	4549	+	1193464	4549	mismap=1e-10
291201	GLCHR03	1645523	48584	+	1958359	utg118_pilon	884203	48577	-	1193464	7357,2:0,410,2:0,1268,1:0,97,1:0,17253,1:0,22192	mismap=1e-10
79763	GLCHR03	1623086	13459	+	1958359	utg118_pilon	309264	13439	+	1193464	2971,2:0,793,1:0,1617,1:0,210,2:0,1025,1:0,623,2:0,1071,1:0,13,1:0,17,1:0,215,1:0,16,1:0,25,1:0,291,1:0,45,1:0,61,0:2,3,1:0,3871,2:0,204,0:2,337,2:0,16,2:0,11	mismap=1e-10
578193	GLCHR03	1536247	96472	+	1958359	utg118_pilon	774268	96492	-	1193464	42311,0:1,739,0:1,21846,0:1,1144,0:2,6863,0:21,14338,1:0,1581,1:0,2657,5:0,3486,0:1,475,0:1,955,1:0,69	mismap=1e-10
210	GLCHR03	1537503	35	+	1958359	utg118_pilon	774232	35	-	1193464	35	mismap=0.00438
3246841	GLCHR03	994612	541827	+	1958359	utg118_pilon	232438	541784	-	1193464	34,1:0,65,2:0,23,0:1,29,1:0,22401,4:0,6,1:0,66,1:0,6,2:0,192,0:1,71,1:0,2,1:0,11,1:0,6,1:0,22,1:0,23,2:0,4900,0:3,833,0:1,70082,0:1,404,0:1,1677,0:1,1107,3:0,33962,0:1,688,0:1,18998,0:6,371,0:1,19119,0:1,547,0:1,34154,0:2,374,0:1,3492,0:1,421,0:1,40889,0:6,17695,0:1,421,2:0,96071,0:1,776,0:1,3576,0:1,975,0:1,18744,0:1,44642,5:0,10,0:2,46,1:0,12,2:0,9,1:0,25,3:0,80,2:0,39,2:0,11,1:0,11,1:0,65,1:0,10,3:0,83,1:0,61707,1:0,19,1:0,101,10:0,14,1:0,97,1:0,27,0:1,18,2:0,35,4:0,34,5:0,9,0:1,2,1:0,15,0:1,14,1:0,4,1:0,8,1:0,5,1:0,33,1:0,42,4:0,13826,0:1,27317,4:0,138	mismap=1e-10
450	GLCHR03	994695	82	+	1958359	utg118_pilon	232344	81	-	1193464	71,1:0,10	mismap=0.5
2252	GLCHR03	994500	453	+	1958359	utg118_pilon	231892	416	-	1193464	266,1:0,52,35:0,30,1:0,68	mismap=2.39e-08
2412	GLCHR03	994500	480	+	1958359	utg118_pilon	231445	447	-	1193464	26,1:0,60,16:0,4,7:0,30,1:0,77,7:0,35,1:0,215	mismap=0.0542
2542	GLCHR03	994500	480	+	1958359	utg118_pilon	230986	459	-	1193464	74,1:0,69,1:0,121,1:0,63,17:0,37,1:0,95	mismap=0.00266
2666	GLCHR03	994500	480	+	1958359	utg118_pilon	230520	466	-	1193464	197,7:0,7,7:0,262	mismap=0.00133
3554	GLCHR03	994367	613	+	1958359	utg118_pilon	229914	606	-	1193464	343,6:0,17,1:0,246	mismap=1e-10
74734	GLCHR03	981389	12478	+	1958359	utg118_pilon	963550	12474	+	1193464	11023,2:0,1197,1:0,37,1:0,217	mismap=1e-10
357192	GLCHR03	922335	59552	+	1958359	utg118_pilon	157879	59561	-	1193464	1728,0:2,1272,0:3,422,0:4,56130	mismap=1e-10
522	GLCHR02	449966	87	+	1519671	utg118_pilon	1035585	87	+	1193464	87	mismap=2.98e-09
501200	GLCHR03	838694	83553	+	1958359	utg118_pilon	74240	83551	-	1193464	492,1:0,227,1:0,82832	mismap=1e-10
5164	GLCHR03	838730	876	+	1958359	utg118_pilon	73367	873	-	1193464	456,1:0,222,2:0,195	mismap=0.0238
4056	GLCHR03	838730	683	+	1958359	utg118_pilon	72685	682	-	1193464	227,1:0,455	mismap=0.00105
4050	GLCHR03	838727	682	+	1958359	utg118_pilon	72002	681	-	1193464	459,1:0,222	mismap=0.00118
400264	GLCHR03	771698	67711	+	1958359	utg118_pilon	4335	67667	-	1193464	21,2:0,1,0:13,7,0:1,2,2:0,29,1:0,16,2:0,8,0:1,21,0:4,2,7:0,32,1:0,31,0:1,37,0:2,7,0:6,2,6:0,295,1:0,22,0:1,11,0:1,2,0:5,5,7:0,24,0:1,39,2:0,7,0:2,1,4:0,50,0:1,84,2:3,26,2:0,25,2:0,80,0:1,26,4:0,1,0:1,7,3:2,534,1:0,15,0:1,56,0:1,12,0:1,17,1:0,80,2:0,8,1:0,13,5:0,22,0:1,64,2:0,18,1:0,3,1:0,75,0:2,19,0:2,22,1:0,61,1:0,27,1:0,20,2:0,31,1:0,6,0:7,1,6:0,16,0:1,17,1:0,25,2:0,47,1:0,138,0:1,41,3:0,54,1:0,92,1:0,36,1:0,34,1:0,35,1:0,32,0:8,2,9:0,22,1:0,4,1:0,2,0:1,27,1:0,23,1:0,1,0:1,4,0:5,46,1:0,2,0:2,52,2:0,8,1:0,38,1:0,80,1:0,10,5:0,2,0:3,33,0:2,34,0:1,58,2:0,180,0:1,89,0:1,5,0:1,65,2:0,68,0:1,78,2:0,5,2:0,65,1:0,68,0:1,32,0:2,604,2:0,244,1:0,63,1:0,4887,3:0,15,1:0,125,2:0,79,2:0,547,2:0,115,1:0,48368,0:1,695,1:0,7803,2:0,110,1:0,223	mismap=1e-10
230	GLCHR03	770111	45	+	1958359	utg118_pilon	1189147	48	+	1193464	37,0:3,8	mismap=0.667
290	GLCHR03	771588	55	+	1958359	utg118_pilon	4184	58	-	1193464	47,0:3,8	mismap=0.00541
741	GLCHR03	770606	593	+	1958359	utg118_pilon	2948	689	-	1193464	12,0:3,12,0:1,20,0:7,23,0:6,5,5:0,1,0:8,25,0:6,2,0:3,30,4:0,2,0:9,5,0:6,23,0:6,3,7:0,11,0:1,6,1:0,18,0:3,11,1:0,3,0:5,11,0:7,2,1:0,5,0:14,18,0:4,7,0:1,17,0:8,1,14:0,14,1:0,6,0:1,4,0:5,15,4:0,1,0:6,7,0:3,7,0:5,15,0:1,11,0:1,12,1:0,7,0:3,6,2:3,14,0:1,7,0:1,5,0:3,21,0:3,4,0:7,9,1:0,6,1:0,36,1:0,14,0:2,7,0:1,3,4:0,2,1:0,22,0:1,16	mismap=1e-10
444	GLCHR01	1366958	101	+	1491578	utg118_pilon	2684	104	-	1193464	29,1:0,3,0:5,28,1:0,39	mismap=0.22
5234	GLCHR03	767822	2484	+	1958359	utg118_pilon	102	2534	-	1193464	16,0:1,7,2:0,17,1:0,10,2:0,13,1:0,19,7:6,16,1:0,19,1:0,38,1:0,30,3:4,4,2:0,29,2:0,3,0:3,5,0:3,48,2:0,2,0:3,32,0:1,17,2:0,67,0:1,17,1:0,8,2:0,5,1:0,1,1:0,10,0:1,30,1:0,7,0:2,2,4:0,5,0:2,5,0:1,83,0:6,2,7:0,27,0:2,2,0:4,2,7:0,56,1:0,28,2:0,2,0:2,8,1:0,26,0:4,2,4:0,32,0:4,1,3:0,32,0:2,11,0:1,45,2:0,10,1:0,19,1:0,5,1:0,16,1:0,34,4:0,1,0:4,12,5:2,10,0:3,40,0:1,18,16:10,15,7:0,4,0:5,24,0:1,30,16:0,3,0:14,6,1:0,50,0:4,4,6:0,25,0:29,4,23:0,9,0:1,14,0:10,1,6:0,22,0:1,5,0:3,9,0:1,15,0:2,15,3:4,21,0:3,2,4:0,4,0:2,1,3:0,20,1:0,9,0:4,1,2:0,18,0:3,4,4:0,26,0:11,2,6:0,3,0:2,13,0:28,3,18:0,6,8:0,20,5:5,20,4:0,13,3:0,3,0:3,4,0:2,5,0:2,9,3:0,1,0:4,63,1:0,16,0:1,15,1:0,3,0:1,61,0:2,26,5:4,13,2:4,20,3:2,4,0:1,6,1:0,9,2:0,16,2:0,48,2:0,20,0:5,10,0:2,62,0:1,44,0:3,8,0:1,26,0:5,10,0:10,3,0:1,6,6:0,17,1:0,8,0:1,16,3:0,1,0:12,7,0:7,8,0:1,14,1:0,7,0:2,11,0:1,4,0:2,25,1:0,10,0:1,9,4:0,4,0:5,39,0:2,3,0:3,6,0:2,23,1:0,25,0:4,22,1:0,14	mismap=1e-10
17004	GLCHR05	4435057	3721	+	4471437	utg126_pilon	1568330	3585	-	1573360	17,11:0,40,1:0,33,1:0,19,1:0,120,0:2,11,1:0,20,1:0,47,1:0,65,1:0,71,2:0,41,1:0,117,2:0,28,1:0,32,0:1,41,0:1,27,0:1,20,1:0,92,0:1,22,2:0,154,2:0,29,1:0,28,1:0,31,0:4,89,1:0,243,1:0,12,1:0,71,0:1,41,0:1,180,0:1,111,1:0,5,0:1,93,2:0,32,1:0,45,1:0,72,0:1,4,1:0,52,2:0,159,1:0,9,2:0,39,1:0,22,2:0,19,1:0,220,1:0,26,0:1,73,2:0,120,0:1,24,0:1,77,1:0,35,1:0,82,3:0,12,2:0,13,1:0,86,1:0,54,1:0,24,2:0,15,2:0,5,16:0,1,4:0,28,47:0,4,1:0,4,2:0,20,7:0,34,1:0,10,2:0,5,0:1,4,11:0,16,0:20,2,0:1,79,4:3,16,8:0,16,11:3,13,2:0,18	mismap=1e-10
33803	GLCHR05	4434488	6043	+	4471437	utg126_pilon	1562335	5994	-	1573360	958,1:0,4,0:1,509,7:0,685,0:1,2210,5:0,90,2:0,47,0:1,103,1:0,43,2:0,26,1:0,49,0:1,110,0:5,1,6:0,23,1:0,77,0:1,69,1:0,87,2:0,11,1:0,23,0:1,16,0:1,78,0:1,91,4:0,83,2:0,7,0:2,4,10:0,4,1:0,23,2:0,13,2:0,18,1:0,43,2:0,122,1:0,133,1:0,17,1:0,34,1:0,26,1:0,38,1:0,41,1:0,31,2:0,7,1:0,25	mismap=1e-10
